scientific name,chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Abarema clypearia,Î§ÏÑÊ÷,NA,NA,NA,NA,NA,Fabaceae,WD
Abelia buddleioides,×íÓã²İ×´ÁùµÀÄ¾,6,7,8,9,NA,Caprifoliaceae,WD
Abelia dielsii,ÄÏ·½ÁùµÀÄ¾,5,6,8,9,Abelia,Caprifoliaceae,WD
Abelia umbellata,É¡»¨ÁùµÀÄ¾,5,6,8,9,Abelia,Caprifoliaceae,WD
Abelmoschus manihot,»ÆÊñ¿û,8,10,NA,NA,NA,Malvaceae,CB
Abelmoschus manihot var. pungens,¸ÕÃ«»ÆÊñ¿û,NA,NA,NA,NA,NA,Malvaceae,CB
Acacia megaladena,¶ÛÒ¶½ğºÏ»¶,5,6,9,10,Acacia,Fabaceae,WD
Acanthochlamys bracteata,Ã¢°ú²İ,6,6,8,8,Acanthochlamys,Amaryllidaceae,CB
Acer acuminatum,³İÁÑéÊ,3,4,9,9,Acer,Aceraceae,WD
Acer amplum,À«Ò¶éÊ,4,4,9,9,Acer,Aceraceae,WD
Acer caesium,Éî»ÒéÊ,5,6,9,9,Acer,Aceraceae,WD
Acer campbellii,²ØÄÏéÊ,5,5,8,10,Acer,Aceraceae,WD
Acer campbellii var. serratifolium,Ã«³İ²ØÄÏ·ã,NA,NA,NA,NA,NA,Aceraceae,WD
Acer cappadocicum,ÇàÆ¤éÊ,4,4,8,8,Acer,Aceraceae,WD
Acer cappadocicum var. sinicum,Ğ¡Ò¶ÇàÆ¤·ã,NA,NA,NA,NA,NA,Aceraceae,WD
Acer caudatum,³¤Î²éÊ,5,5,9,9,Acer,Aceraceae,WD
Acer davidii,ÇàÕ¥éÊ,4,4,9,9,Acer,Aceraceae,WD
Acer flabellatum,ÉÈÒ¶éÊ,6,6,10,10,NA,Aceraceae,WD
Acer forrestii,Àö½­éÊ,5,5,9,9,NA,Aceraceae,WD
Acer fulvescens,»ÆÃ«éÊ,4,4,8,8,NA,Aceraceae,WD
Acer kungshanense,¹±É½éÊ,NA,NA,9,9,NA,Aceraceae,WD
Acer laevigatum,¹âÒ¶éÊ,4,4,8,9,NA,Aceraceae,WD
Acer laurinum,Ê®ÈïéÊ,6,9,9,12,NA,Aceraceae,WD
Acer laxiflorum,Êè»¨éÊ,4,4,9,9,NA,Aceraceae,WD
Acer longipes,³¤±úéÊ,4,4,9,9,Acer,Aceraceae,WD
Acer oblongum,·É¶êéÊ,4,4,9,9,Acer,Aceraceae,WD
Acer oligocarpum,ÉÙ¹ûéÊ,NA,NA,9,9,NA,Aceraceae,WD
Acer oliverianum,ÎåÁÑéÊ,5,5,9,9,NA,Aceraceae,WD
Acer pectinatum,ó÷³İéÊ,4.2,4.2,9,9,Acer,Aceraceae,WD
Acer pectinatum subsp. taronense,¶ÀÁúéÊ,4,5,8,9,NA,Aceraceae,WD
Acer pictum subsp. macropterum,´ó³áÉ«Ä¾éÊ,NA,NA,NA,NA,NA,Aceraceae,WD
Acer pictum subsp. mono,Îå½Ç·ã,4,5,9,9,NA,Aceraceae,WD
Acer pinnatinervium,éªÒ¶·ã,8,10,12,2,NA,Aceraceae,WD
Acer pubipetiolatum,Ã«±úéÊ,3,4,7,9,NA,Aceraceae,WD
Acer sikkimense,Îı½ğéÊ,4,4,9,9,Acer,Aceraceae,WD
Acer sinense,ÖĞ»ªéÊ,5,5,9,9,NA,Aceraceae,WD
Acer stachyophyllum,Ã«Ò¶éÊ,4,5,9,10,Acer,Aceraceae,WD
Acer stachyophyllum subsp. tetramerum,ËÄÈïéÊ,NA,NA,NA,NA,NA,Aceraceae,WD
Acer sterculiaceum,Æ»ÆÅéÊ,4,4,9,9,Acer,Aceraceae,WD
Acer thomsonii,¾Ş¹ûéÊ,4,4,9,9,NA,Aceraceae,WD
Acer tibetense,²ìÓçéÊ,4,4,9,9,Acer,Aceraceae,WD
Acer tonkinense,´Ö±úéÊ,4,5,9,9,Acer,Aceraceae,WD
Acer wardii,µá²ØéÊ,5,5,9,9,NA,Aceraceae,WD
Achnatherum brandisii,Õ¹ĞòÜ¸Ü¸²İ,7,9,7,9,NA,Poaceae,CB
Achnatherum breviaristatum,¶Ì¾¥Ü¸Ü¸²İ,6,6,NA,NA,Achnatherum,Poaceae,CB
Achnatherum chingii,Ï¸Ò¶Ü¸Ü¸²İ,7,8,7,8,Achnatherum,Poaceae,CB
Achnatherum duthiei,²ØÜ¸Ü¸²İ,8,9,8,9,NA,Poaceae,CB
Achnatherum inebrians,×íÂí²İ,7,9,7,9,NA,Poaceae,CB
Achnatherum jacquemontii,¸ÉÉúÜ¸Ü¸²İ,7,9,7,9,NA,Poaceae,CB
Achnatherum pekinense,¾©Ã¢²İ,7,10,7,10,NA,Poaceae,CB
Achnatherum sibiricum,ÓğÃ©,7,9,7,9,NA,Poaceae,CB
Achnatherum splendens,Ü¸Ü¸²İ,8,9,8,9,NA,Poaceae,CB
Achyranthes bidentata,Å£Ï¥,7,9,9,10,Achyranthes,Amaranthaceae,CB
Achyrospermum densiflorum,ÁÛ¹û²İ,11,11,12,12,Achyrospermum,Lamiaceae,CB
Achyrospermum wallichianum,Î÷²ØÁÛ¹û²İ,8,9,NA,NA,Achyrospermum,Lamiaceae,CB
Acomastylis elata,ÓğÒ¶»¨,6,8,6,8,Acomastylis,Rosaceae,CB
Acomastylis elata var. humilis,°«ÉúÓğÒ¶»¨,6,8,6,8,NA,Rosaceae,CB
Acomastylis macrosepala,´óİàÓğÒ¶»¨,8,9,8,9,Acomastylis,Rosaceae,CB
Aconitum abietetorum,ÀäÉ¼ÁÖÎÚÍ·,9,9,NA,NA,NA,Ranunculaceae,CB
Aconitum alpinonepalense,¸ß·åÎÚÍ·,9,9,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum basitruncatum,½Ø»ùÎÚÍ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aconitum bracteolatum,¿í°úÎÚÍ·,8,9,NA,NA,NA,Ranunculaceae,CB
Aconitum brevilimbum,¶Ì´½ÎÚÍ·,7,7,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum changianum,²ìÍßÁúÎÚÍ·,8,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum chasmanthum,Õ¹»¨ÎÚÍ·,9,9,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum chayuense,²ìÓçÎÚÍ·,9,9,NA,NA,NA,Ranunculaceae,CB
Aconitum chiachaense,¼Ó²éÎÚÍ·,8,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum chiachaense var. glandulosum,ÏÙÃ«¼Ó²éÎÚÍ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aconitum creagromorphum,²æ°úÎÚÍ·,10,10,NA,NA,NA,Ranunculaceae,CB
Aconitum dolichostachyum,³¤ĞòÎÚÍ·,8,8,NA,NA,NA,Ranunculaceae,CB
Aconitum elliotii,Ä«ÍÑÎÚÍ·,8,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum elliotii var. doshongense,¶Ì¹£Ä«ÍÑÎÚÍ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aconitum elliotii var. glabrescens,¹â¹£Ä«ÍÑÎÚÍ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aconitum elliotii var. pilopetalum,Ã«°êÄ«ÍÑÎÚÍ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aconitum elwesii,²ØÄÏÌÙÎÚ,8,8,NA,NA,NA,Ranunculaceae,CB
Aconitum flavum,·üÃ«Ìú°ô´¸,7,7,NA,NA,NA,Ranunculaceae,CB
Aconitum fletcheranum,¶À»¨ÎÚÍ·,7,10,NA,NA,NA,Ranunculaceae,CB
Aconitum gammiei,´íÄÇÎÚÍ·,9,9,NA,NA,NA,Ranunculaceae,CB
Aconitum gymnandrum,Â¶ÈïÎÚÍ·,6,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum hemsleyanum,¹ÏÒ¶ÎÚÍ·,8,10,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum hicksii,Í¬ê©ÎÚÍ·,8,8,NA,NA,NA,Ranunculaceae,CB
Aconitum iochanicum,µá±±ÎÚÍ·,8,10,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum jilongense,¼ªÂ¡ÎÚÍ·,8,9,NA,NA,NA,Ranunculaceae,CB
Aconitum kongboense,¹¤²¼ÎÚÍ·,7,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum kongboense var. villosum,Õ¹Ã«¹¤²¼ÎÚÍ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aconitum leiwuqiense,ÀàÎÚÆëÎÚÍ·,8,8,NA,NA,NA,Ranunculaceae,CB
Aconitum liljestrandii,¹±¸ÂÎÚÍ·,7,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum longilobum,³¤ÁÑÎÚÍ·,8,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum longipedicellatum,³¤¹£ÎÚÍ·,8,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum longipetiolatum,³¤±úÎÚÍ·,NA,NA,8,9,NA,Ranunculaceae,CB
Aconitum ludlowii,½­×ÎÎÚÍ·,7,7,7,7,Aconitum,Ranunculaceae,CB
Aconitum lycoctonifolium,Å£±âÒ¶ÎÚÍ·,9,10,NA,NA,NA,Ranunculaceae,CB
Aconitum milinense,Ã×ÁÖÎÚÍ·,8,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum nagarum,±£É½ÎÚÍ·,10,10,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum nagarum var. acaule,Ğ¡°×³Å,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aconitum naviculare,´¬¿øÎÚÍ·,9,9,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum nielamuense,ÄôÀ­Ä¾ÎÚÍ·,8,9,NA,NA,NA,Ranunculaceae,CB
Aconitum novoluridum,Õ¹à¹ÎÚÍ·,8,8,9,9,Aconitum,Ranunculaceae,CB
Aconitum nutantiflorum,´¹»¨ÎÚÍ·,8,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum ouvrardianum,µÂÇÕÎÚÍ·,8,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum pendulicarpum,´¹¹ûÎÚÍ·,9,9,NA,NA,NA,Ranunculaceae,CB
Aconitum pendulum,Ìú°ô´¸,8,9,NA,NA,NA,Ranunculaceae,CB
Aconitum pomeense,²¨ÃÜÎÚÍ·,8,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum prominens,Â¶°êÎÚÍ·,7,7,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum pseudodivaricatum,È«ÁÑÎÚÍ·,8,8,NA,NA,NA,Ranunculaceae,CB
Aconitum pseudokongboense,Äâ¹¤²¼ÎÚÍ·,9,10,NA,NA,NA,Ranunculaceae,CB
Aconitum pulchellum,ÃÀÀöÎÚÍ·,8,9,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum pulchellum var. hispidum,Ã«°êÃÀÀöÎÚÍ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aconitum refractum,ÏÁÁÑÎÚÍ·,9,9,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum richardsonianum,Ö±ĞòÎÚÍ·,8,9,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum sinoaxillare,Ò¸»¨ÎÚÍ·,8,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum spicatum,ÑÇ¶«ÎÚÍ·,9,9,NA,NA,NA,Ranunculaceae,CB
Aconitum spiripetalum,Âİ°êÎÚÍ·,8,9,NA,NA,NA,Ranunculaceae,CB
Aconitum tangense,¶ÑÀ­ÎÚÍ·,7,7,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum tanguticum,¸ÊÇàÎÚÍ·,8,8,NA,NA,Aconitum,Ranunculaceae,CB
Aconitum tongolense,ĞÂ¶¼ÇÅÎÚÍ·,7,8,NA,NA,Aconitum,Ranunculaceae,CB
Acorus calamus,İÅÆÑ,6,9,NA,NA,Acorus,Araceae,CB
Acorus gramineus,½ğÇ®ÆÑ,5,6,7,8,NA,Araceae,CB
Acroglochin persicarioides,Ç§ÕëÜÈ,7,11,7,11,NA,Chenopodiaceae,CB
Acronema alpinum,¸ßÉ½Ë¿°êÇÛ,7,7,8,8,Acronema,Apiaceae,CB
Acronema chienii,ÌõÒ¶Ë¿°êÇÛ,6,7,8,9,Acronema,Apiaceae,CB
Acronema chinense,¼â°êÇÛ,7,7,8,9,Acronema,Apiaceae,CB
Acronema chinense var. humile,°«¼â°êÇÛ,NA,NA,NA,NA,NA,Apiaceae,CB
Acronema commutatum,¶à±äË¿°êÇÛ,8,8,9,10,Acronema,Apiaceae,CB
Acronema gracile,Ï¸¹£Ë¿°êÇÛ,7,7,NA,NA,Acronema,Apiaceae,CB
Acronema graminifolium,ºÌÒ¶Ë¿°êÇÛ,6,8,NA,NA,Acronema,Apiaceae,CB
Acronema hookeri,Îı½ğË¿°êÇÛ,8,8,9,10,Acronema,Apiaceae,CB
Acronema muscicola,Ì¦¼äË¿°êÇÛ,8,9,9,10,NA,Apiaceae,CB
Acronema nervosum,ÓğÖáË¿°êÇÛ,8,9,9,10,Acronema,Apiaceae,CB
Acronema paniculatum,Ô²×¶Ë¿°êÇÛ,8,9,10,10,Acronema,Apiaceae,CB
Acronema tenerum,Ë¿°êÇÛ,8,8,NA,NA,Acronema,Apiaceae,CB
Acronema xizangense,Î÷²ØË¿°êÇÛ,9,9,10,10,Acronema,Apiaceae,CB
Acronema yadongense,ÑÇ¶«Ë¿°êÇÛ,9,9,NA,NA,NA,Apiaceae,CB
Actaea asiatica,ÀàÒ¶ÉıÂé,5,6,7,9,Actaea,Ranunculaceae,CB
Actinidia callosa,Ó²³İâ¨ºïÌÒ,4,6,9,10,NA,Actinidiaceae,WD
Actinidia callosa var. henryi,¾©Àæâ¨ºïÌÒ,NA,NA,NA,NA,NA,Actinidiaceae,WD
Actinidia pilosula,¹±É½â¨ºïÌÒ,6,6,9,10,Actinidia,Actinidiaceae,WD
Actinidia venosa,ÏÔÂöâ¨ºïÌÒ,6.25,7.15,9,9,NA,Actinidiaceae,WD
Actinocarya tibetica,Ãª´Ì¹û,7,8,7,8,Actinocarya,Boraginaceae,CB
Actinodaphne obovata,µ¹ÂÑÒ¶»ÆÈâéª,4,5,3,3,Actinodaphne,Lauraceae,WD
Actinostemma tenerum,ºĞ×Ó²İ,7,9,9,11,NA,Cucurbitaceae,CB
Adenocaulon himalaicum,ºÍÉĞ²Ë,7,8,7,8,Adenocaulon,Asteraceae,CB
Adenophora capillaris subsp. leptosepala,Ï¸İàÉ³²Î,7,10,9,10,NA,Campanulaceae,CB
Adenophora himalayana,Ï²ÂíÀ­ÑÅÉ³²Î,7,9,NA,NA,Adenophora,Campanulaceae,CB
Adenophora himalayana subsp. alpina,¸ßÉ½É³²Î,NA,NA,NA,NA,NA,Campanulaceae,CB
Adenophora khasiana,ÔÆÄÏÉ³²Î,8,10,NA,NA,Adenophora,Campanulaceae,CB
Adenophora liliifolia,ĞÂ½®É³²Î,7,8,NA,NA,Adenophora,Campanulaceae,CB
Adenophora liliifolioides,´¨²ØÉ³²Î,7,9,9,10,NA,Campanulaceae,CB
Adenophora stricta subsp. aurita,´¨Î÷É³²Î,NA,NA,NA,NA,NA,Campanulaceae,CB
Adenostemma lavenia,ÏÂÌï¾Õ,8,10,8,10,Adenostemma,Asteraceae,CB
Adenostemma lavenia var. latifolium,ÏÂÌï¾Õ¿íÒ¶±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Adonis aestivalis var. parviflora,Ğ¡²à½ğÕµ»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Adonis coerulea,À¶²à½ğÕµ»¨,4,7,NA,NA,Adonis,Ranunculaceae,CB
Adonis davidii,¶ÌÖù²à½ğÕµ»¨,4,8,NA,NA,Adonis,Ranunculaceae,CB
Adoxa moschatellina,Îå¸£»¨,4,7,7,8,Adoxa,Adoxaceae,CB
Aeschynanthus acuminatissimus,³¤¼âÃ¢Ã«ÜÄÌ¦,8,8,NA,NA,Aeschynanthus,Gesneriaceae,WD
Aeschynanthus acuminatus,Ã¢Ã«ÜÄÌ¦,10,12,NA,NA,Aeschynanthus,Gesneriaceae,WD
Aeschynanthus angustioblongus,ÏÁ¾ØÃ¢Ã«ÜÄÌ¦,9,9,NA,NA,Aeschynanthus,Gesneriaceae,WD
Aeschynanthus angustissimus,ÏÁÒ¶Ã¢Ã«ÜÄÌ¦,8,8,NA,NA,NA,Gesneriaceae,WD
Aeschynanthus bracteatus,ÏÔ°úÃ¢Ã«ÜÄÌ¦,7,8,7,1,NA,Gesneriaceae,WD
Aeschynanthus dolichanthus,³¤»¨Ã¢Ã«ÜÄÌ¦,7,7,NA,NA,Aeschynanthus,Gesneriaceae,WD
Aeschynanthus lasiocalyx,Ã«İàÃ¢Ã«ÜÄÌ¦,7,7,NA,NA,Aeschynanthus,Gesneriaceae,WD
Aeschynanthus linearifolius,ÌõÒ¶Ã¢Ã«ÜÄÌ¦,7,7,10,10,Aeschynanthus,Gesneriaceae,WD
Aeschynanthus maculatus,¾ß°ßÃ¢Ã«ÜÄÌ¦,NA,NA,NA,NA,NA,Gesneriaceae,WD
Aeschynanthus medogensis,Ä«ÍÑÃ¢Ã«ÜÄÌ¦,7,7,NA,NA,Aeschynanthus,Gesneriaceae,WD
Aeschynanthus mimetes,´ó»¨Ã¢Ã«ÜÄÌ¦,6,9,10,11,NA,Gesneriaceae,WD
Aeschynanthus stenosepalus,Î²Ò¶Ã¢Ã«ÜÄÌ¦,7,8,NA,NA,Aeschynanthus,Gesneriaceae,WD
Aeschynanthus superbus,»ªÀöÃ¢Ã«ÜÄÌ¦,8,8,NA,NA,Aeschynanthus,Gesneriaceae,WD
Agapetes aborensis,°¢²¨Ê÷ÂÜ²·,1,2,NA,NA,Agapetes,Ericaceae,WD
Agapetes anonyma,ĞâÃ«Ê÷ÂÜ²·,NA,NA,8,8,NA,Ericaceae,WD
Agapetes brandisiana,»·İàÊ÷ÂÜ²·,NA,NA,2,4,NA,Ericaceae,WD
Agapetes burmanica,ÃåµéÊ÷ÂÜ²·,9,12,11,1,NA,Ericaceae,WD
Agapetes buxifolia,»ÆÑîÒ¶Ê÷ÂÜ²·,4,5,NA,NA,NA,Ericaceae,WD
Agapetes camelliifolia,²èÒ¶Ê÷ÂÜ²·,NA,NA,4,4,NA,Ericaceae,WD
Agapetes ciliata,ÏËÃ«Ò¶Ê÷ÂÜ²·,4,5,NA,NA,Agapetes,Ericaceae,WD
Agapetes discolor,ÒìÉ«Ê÷ÂÜ²·,10,12,3,3,NA,Ericaceae,WD
Agapetes epacridea,¼âÒ¶Ê÷ÂÜ²·,NA,NA,12,12,NA,Ericaceae,WD
Agapetes flava,»Æ»¨Ê÷ÂÜ²·,NA,NA,NA,NA,NA,Ericaceae,WD
Agapetes forrestii,É¡»¨Ê÷ÂÜ²·,12,5,NA,NA,Agapetes,Ericaceae,WD
Agapetes griffithii,Î²Ò¶Ê÷ÂÜ²·,11,11,NA,NA,NA,Ericaceae,WD
Agapetes hyalocheilos,Í¸Ã÷±ßÊ÷ÂÜ²·,NA,NA,NA,NA,NA,Ericaceae,WD
Agapetes incurvata,ÖåÒ¶Ê÷ÂÜ²·,5,6,NA,NA,NA,Ericaceae,WD
Agapetes interdicta,ÖĞĞÍÊ÷ÂÜ²·,2,4,7,10,Agapetes,Ericaceae,WD
Agapetes lacei,µÆÁı»¨,1,6,7,7,Agapetes,Ericaceae,WD
Agapetes lacei var. glaberrima,ÎŞÃ«µÆÁı»¨,NA,NA,NA,NA,NA,Ericaceae,WD
Agapetes lacei var. tomentella,ÈŞÃ«µÆÁı»¨,NA,NA,NA,NA,NA,Ericaceae,WD
Agapetes leiocarpa,¹â¹ûÊ÷ÂÜ²·,NA,NA,4,4,NA,Ericaceae,WD
Agapetes leucocarpa,°×¹ûÊ÷ÂÜ²·,NA,NA,6,6,NA,Ericaceae,WD
Agapetes linearifolia,ÏßÒ¶Ê÷ÂÜ²·,4,4,NA,NA,Agapetes,Ericaceae,WD
Agapetes listeri,¶Ì×¶»¨Ê÷ÂÜ²·,5,10,NA,NA,NA,Ericaceae,WD
Agapetes macrophylla,´óÒ¶Ê÷ÂÜ²·,4,4,NA,NA,NA,Ericaceae,WD
Agapetes marginata,±ßÂöÊ÷ÂÜ²·,3,6,NA,NA,Agapetes,Ericaceae,WD
Agapetes medogensis,Ä«ÍÑÊ÷ÂÜ²·,1,4,NA,NA,Agapetes,Ericaceae,WD
Agapetes miniata,ÖìºìÊ÷ÂÜ²·,3,4,NA,NA,Agapetes,Ericaceae,WD
Agapetes miranda,Ì³»¨Ê÷ÂÜ²·,5,5,NA,NA,Agapetes,Ericaceae,WD
Agapetes mitrarioides,ÁÁºìÊ÷ÂÜ²·,NA,NA,NA,NA,NA,Ericaceae,WD
Agapetes nutans,´¹»¨Ê÷ÂÜ²·,1,2,NA,NA,Agapetes,Ericaceae,WD
Agapetes oblonga,³¤Ô²Ò¶Ê÷ÂÜ²·,3,7,NA,NA,Agapetes,Ericaceae,WD
Agapetes pensilis,µ¹¹ÒÊ÷ÂÜ²·,7,9,NA,NA,Agapetes,Ericaceae,WD
Agapetes pilifera,ÖÓ»¨Ê÷ÂÜ²·,1,1,NA,NA,Agapetes,Ericaceae,WD
Agapetes praeclara,²Ø²¼½­Ê÷ÂÜ²·,11,2,NA,NA,Agapetes,Ericaceae,WD
Agapetes pubiflora,Ã«»¨Ê÷ÂÜ²·,6,11,NA,NA,Agapetes,Ericaceae,WD
Agapetes pyrolifolia,Â¹Ìã²İÒ¶Ê÷ÂÜ²·,4,5,9,10,Agapetes,Ericaceae,WD
Agapetes salicifolia,ÁøÒ¶Ê÷ÂÜ²·,NA,NA,NA,NA,NA,Ericaceae,WD
Agapetes serpens,Îå³áİ®,2,6,7,11,Agapetes,Ericaceae,WD
Agapetes spissa,´ÔÉúÊ÷ÂÜ²·,7,7,NA,NA,NA,Ericaceae,WD
Agapetes subsessilifolia,½üÎŞ±úÊ÷ÂÜ²·,10,10,NA,NA,NA,Ericaceae,WD
Agapetes xizangensis,Î÷²ØÊ÷ÂÜ²·,3,5,NA,NA,Agapetes,Ericaceae,WD
Aglaia lawii,ÍûÚÓÑÂÄ¦,5,12,1,12,Aglaia,Meliaceae,WD
Agrimonia pilosa,ÁúÑ¿²İ,5,12,5,12,Agrimonia,Rosaceae,CB
Agrimonia pilosa var. nepalensis,»ÆÁúÎ²,NA,NA,NA,NA,NA,Rosaceae,CB
Agriophyllum squarrosum,É³Åî,8,10,8,10,Agriophyllum,Chenopodiaceae,CB
Agrostis brachiata,´ó×¶¼ô¹ÉÓ±,7,8,7,8,Agrostis,Poaceae,CB
Agrostis dshungarica,ÏßĞò¼ô¹ÉÓ±,8,9,8,9,Agrostis,Poaceae,CB
Agrostis gigantea,¾ŞĞò¼ô¹ÉÓ±,6,11,6,11,NA,Poaceae,CB
Agrostis hookeriana,Êè»¨¼ô¹ÉÓ±,8,9,8,9,Agrostis,Poaceae,CB
Agrostis hugoniana,¸ÊËà¼ô¹ÉÓ±,8,9,8,9,Agrostis,Poaceae,CB
Agrostis mackliniae,ÆçÓ±¼ô¹ÉÓ±,8,8,NA,NA,Agrostis,Poaceae,CB
Agrostis micrantha,¶à»¨¼ô¹ÉÓ±,8,8,8,8,Agrostis,Poaceae,CB
Agrostis munroana,³¤ïû¼ô¹ÉÓ±,NA,NA,NA,NA,NA,Poaceae,CB
Agrostis nervosa,ãòË®¼ô¹ÉÓ±,8,9,8,9,NA,Poaceae,CB
Agrostis sinorupestris,ÑÒÉú¼ô¹ÉÓ±,6,11,6,11,NA,Poaceae,CB
Agrostis stolonifera,Î÷²®ÀûÑÇ¼ô¹ÉÓ±,8,8,NA,NA,Agrostis,Poaceae,CB
Agrostophyllum callosum,ºÌÒ¶À¼,7,8,7,8,NA,Orchidaceae,CB
Ainsliaea angustifolia,ÏÁÒ¶ÍÃ¶ù·ç,8,10,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea aptera,ÎŞ³áÍÃ¶ù·ç,6,9,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea foliosa,ÒìÒ¶ÍÃ¶ù·ç,7,9,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea fulvipes,»ÆÃ«ÍÃ¶ù·ç,5,11,NA,NA,NA,Asteraceae,CB
Ainsliaea latifolia,¿íÒ¶ÍÃ¶ù·ç,4,10,NA,NA,Ainsliaea,Asteraceae,CB
Ainsliaea reflexa,³¤±úÍÃ¶ù·ç,12,7,NA,NA,NA,Asteraceae,CB
Ainsliaea spicata,Ï¸ËëÍÃ¶ù·ç,4,6,NA,NA,Ainsliaea,Asteraceae,CB
Ajania adenantha,Àö½­ÑÇ¾Õ,10,10,NA,NA,Ajania,Asteraceae,CB
Ajania brachyantha,¶Ì¹ÚÑÇ¾Õ,8,8,NA,NA,NA,Asteraceae,CB
Ajania fastigiata,ĞÂ½®ÑÇ¾Õ,8,10,8,10,Ajania,Asteraceae,CB
Ajania fruticulosa,¹àÄ¾ÑÇ¾Õ,7,9,7,9,Ajania,Asteraceae,WD
Ajania myriantha,¶à»¨ÑÇ¾Õ,8,8,7,10,Ajania,Asteraceae,CB
Ajania nubigena,»Æ»¨ÑÇ¾Õ,8,8,NA,NA,Ajania,Asteraceae,WD
Ajania purpurea,×Ï»¨ÑÇ¾Õ,NA,10,NA,10,NA,Asteraceae,WD
Ajania ramosa,·ÖÖ¦ÑÇ¾Õ,8,9,8,9,Ajania,Asteraceae,WD
Ajania remotipinna,Êè³İÑÇ¾Õ,8,8,8,8,Ajania,Asteraceae,CB
Ajania scharnhorstii,µ¥Í·ÑÇ¾Õ,8,8,8,8,NA,Asteraceae,WD
Ajania tenuifolia,Ï¸Ò¶ÑÇ¾Õ,8,8,6,8,Ajania,Asteraceae,CB
Ajania tibetica,Î÷²ØÑÇ¾Õ,8,9,8,9,Ajania,Asteraceae,WD
Ajania trilobata,°«ÑÇ¾Õ,7,8,7,8,NA,Asteraceae,WD
Ajaniopsis penicilliformis,»­±Ê¾Õ,9,9,9,9,Ajaniopsis,Asteraceae,CB
Ajuga bracteosa,¾ÅÎ¶Ò»Ö¦İï,4,6,5,6,NA,Lamiaceae,CB
Ajuga campylantha,Íä»¨½î¹Ç²İ,5,8,6,9,Ajuga,Lamiaceae,CB
Ajuga campylanthoides,¿µ¶¨½î¹Ç²İ,7,9,NA,NA,Ajuga,Lamiaceae,CB
Ajuga ciliata,½î¹Ç²İ,4,8,7,9,Ajuga,Lamiaceae,CB
Ajuga forrestii,Á¡Ö¹İï,4,8,5,10,Ajuga,Lamiaceae,CB
Ajuga lobata,ÙéÖ¦½î¹Ç²İ,4,5,5,7,Ajuga,Lamiaceae,CB
Ajuga lupulina,°×°ú½î¹Ç²İ,7,9,8,10,Ajuga,Lamiaceae,CB
Ajuga nipponensis,×Ï±³½ğÅÌ,1,6,3,7,Ajuga,Lamiaceae,CB
Ajuga nubigena,¸ßÉ½½î¹Ç²İ,12,3,1,5,Ajuga,Lamiaceae,CB
Ajuga ovalifolia var. calantha,Ô²Ò¶½î¹Ç²İÃÀ»¨±äÖÖ,NA,NA,NA,NA,NA,Lamiaceae,CB
Alajja rhomboidea,ÁâÒ¶Ôª±¦²İ,NA,NA,NA,NA,NA,Lamiaceae,CB
Alangium alpinum,¸ßÉ½°Ë½Ç·ã,1,8,5,10,Alangium,Alangiaceae,WD
Alangium chinense,°Ë½Ç·ã,5,10,7,11,NA,Alangiaceae,WD
